ag_update_date,ag_id,ag_name,ag_gender,ag_date_of_birth,ag_gov_id,ag_license_number,ag_license_issue_date,ag_license_expiry_date,ag_ctgry,ag_expertise_cd,ag_experience,ag_lang,ag_contact_number,ag_email,ag_address_line_1,ag_address_line_2,ag_address_line_3,ag_city,ag_district,ag_state,ag_country,ag_pin_code,ag_since,ag_service_area_type,ag_product,ag_sales_manager_id,ag_account_no,FRAUD_CLAIM_CNT_YR_1,FRAUD_CLAIM_CNT_YR_2,FRAUD_CLAIM_CNT_YR_3,TOTAL_FRAUD_CNT,FRAUD_RATIO,FRAUD_FLG,CLAIM_CNT_LAST_1_WK,CLAIM_CNT_LAST_2_WK,CLAIM_CNT_LAST_4_WK,CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_CASHLESS_CNT_YR_1,CLAIM_CASHLESS_CNT_YR_2,CLAIM_CASHLESS_CNT_YR_3,CLAIM_REIM_CNT_YR_1,CLAIM_REIM_CNT_YR_2,CLAIM_REIM_CNT_YR_3,CLAIM_APPR_CNT_YR_1,CLAIM_APPR_CNT_YR_2,CLAIM_APPR_CNT_YR_3,CLAIM_CASHLESS_APPR_CNT_YR_1,CLAIM_CASHLESS_APPR_CNT_YR_2,CLAIM_CASHLESS_APPR_CNT_YR_3,CLAIM_REJECTED_CNT_LAST_1_WK,CLAIM_REJECTED_CNT_LAST_2_WK,CLAIM_REJECTED_CNT_LAST_4_WK,CLAIM_REJECTED_RATIO_LAST_1_WK,CLAIM_REJECTED_RATIO_LAST_2_WK,CLAIM_REJECTED_RATIO_LAST_4_WK,CLAIM_REJECTED_CNT_YR_1,CLAIM_REJECTED_CNT_YR_2,CLAIM_REJECTED_CNT_YR_3,CLAIM_AMT_YR_1,CLAIM_AMT_YR_2,CLAIM_AMT_YR_3,APPROVED_AMT_YR_1,APPROVED_AMT_YR_2,APPROVED_AMT_YR_3,APPROVED_CASHLESS_AMT_YR_1,APPROVED_CASHLESS_AMT_YR_2,APPROVED_CASHLESS_AMT_YR_3,APPROVED_REIM_AMT_YR_1,APPROVED_REIM_AMT_YR_2,APPROVED_REIM_AMT_YR_3,AVG_ICR,CLAIM_DIST_HOSP_CNT_YR_1,CLAIM_DIST_HOSP_CNT_YR_2,CLAIM_DIST_HOSP_CNT_YR_3,CLAIM_REIM_APPR_CNT_YR_1,CLAIM_REIM_APPR_CNT_YR_2,CLAIM_REIM_APPR_CNT_YR_3,CLAIMED_BY_TOT_POL_CNT_YR_1,CLAIMED_BY_TOT_POL_CNT_YR_2,CLAIMED_BY_TOT_POL_CNT_YR_3,CLAIMED_POLICY_CNT_YR_1,CLAIMED_POLICY_CNT_YR_2,CLAIMED_POLICY_CNT_YR_3,CUST_CNT_YR_1,CUST_CNT_YR_2,CUST_CNT_YR_3,ICR_YR_1,ICR_YR_2,ICR_YR_3,POL_LAPSE_YR_1,POL_LAPSE_YR_2,POL_SALES_GROWTH_YR_1,POL_SALES_GROWTH_YR_2,POLICY_ACTIVE_CNT_YR_1,POLICY_ACTIVE_CNT_YR_2,POLICY_ACTIVE_CNT_YR_3,POLICY_EXP_CNT_YR_1,POLICY_EXP_CNT_YR_2,POLICY_EXP_CNT_YR_3,POLICY_REN_CNT_YR_1,POLICY_REN_CNT_YR_2,POLICY_REN_CNT_YR_3,POLICY_SOLD_CNT_YR_1,POLICY_SOLD_CNT_YR_2,POLICY_SOLD_CNT_YR_3,POLICY_SOLD_PREM_YR_1,POLICY_SOLD_PREM_YR_2,POLICY_SOLD_PREM_YR_3,POLICY_SUM_INSURED_YR_1,POLICY_SUM_INSURED_YR_2,POLICY_SUM_INSURED_YR_3,AGENT_VINTAGE,HIGH_CLAIM_RATIO_30D,MEMBER_BANKMATCH_FLG,AGENT_SHARED_BANK_MEMBER_ID,MEMBER_MOBMATCH_FLG,AGENT_SHARED_MOB_MEMBER_ID,HIGH_HOSP_OVERLAP_30D_FLG,AGENT_POL_SOLD_LAST_30D_CNT,AGT_SOLD_POL_CLAIMED_LAST30D_CNT,AGENT_TOTAL_CLAIMS_LAST_30D_CNT,AGT_TOP_HOSP_CLAIM_CNT_LAST30D,AGT_RECENT_SALE_CLAIM_RATIO_30D,AGT_HOSP_CONCENTRATION_RATIO30D,AGT_TOP_HOSP_CLAIM_CNT_LAST01Y
2025-08-12,AG1049,Shalv Sem,F,1982-03-24,UID-153540896583,LIC/We/32834,2021-05-30,2026-12-18,BO,LFE,8,Hindi/English/Bengali,99375105375,shalv94@example.com,H.No. 296 Jaggi Zila,Raja Road,Street,Kolkata,Kolkata,West Bengal,India,753440,2016-12-20,Urban,Life,SM1007,442788043917,0,0,0,0,0.0,0,0.0,0.0,1.0,10,64,36,9,51,29,1,13,7,8,58,28,7,46,22,0.0,0.0,0.0,0.0,0.0,0.0,0,3,5,11462879.55,38349595.2,26779563.12,8923210.68,29201044.24,20239707.57,8156200.319999998,21130014.779999994,17229183.970000003,767010.36,8071029.46,3010523.6,1.1053518696303808,9,35,26,1,12,6,0.0410958904109589,0.2374429223744292,0.21768707482993196,9,52,32,651,651,436,0.4190837501948361,1.3714439307292605,1.5255279279670457,1.0,0.9178082191780822,-100.0,-51.02040816326531,219,219,147,73,146,0.0,0.0,12,22,0.0,72,147,0.0,8024843.16,13267346.47,0.0,127689092.48,217218888.66,8.61054072553046,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1050,Ivana Mani,F,1977-01-10,VOTER-C979581,LIC/Ka/99740,2022-03-15,2028-05-07,MI,GEN,4,Hindi/English/Kannada,97635378762,ivana79@example.com,49- Shanker Chowk,Sethi Nagar,Street,Mysore,Mysore,Karnataka,India,573320,2020-12-06,Rural,Life,SM1032,364837183172,0,0,0,0,0.0,0,0.0,0.0,1.0,16,65,38,10,51,29,6,14,9,13,51,32,7,39,24,0.0,0.0,0.0,0.0,0.0,0.0,1,6,4,9361683.81,39750420.05,23718394.65,5820566.84,26651226.01,16369157.58,2624427.95,20263764.030000005,10807983.76,3196138.89,6387461.98,5561173.819999999,0.9802136943858607,14,30,31,6,12,8,0.06796116504854369,0.24757281553398058,0.24087591240875914,14,51,33,626,626,422,0.2994462829275895,1.3711053894808627,1.2700894107491298,1.0,0.8686131386861314,-100.0,-49.63503649635037,206,206,137,69,137,0.0,0.0,18,25,0.0,69,137,0.0,6549573.11,12888193.1,0.0,111087935.38,217740611.22,4.648870636550308,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1051,Eva Majumdar,M,1994-06-20,UID-768438877837,LIC/De/79957,2010-06-18,2027-04-09,MI,HLT,15,Hindi/English,98346765972,eva74@example.com,467- Ghosh Nagar,Chana Zila,Street,New Delhi,New Delhi,Delhi,India,110095,2009-10-26,Urban,Motor,SM1029,746390915578,0,0,0,0,0.0,0,0.0,1.0,1.0,11,70,28,8,57,24,3,13,4,11,57,28,8,45,24,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,7155326.8,73196705.82,17874123.09,6066087.71,45837813.81,15111178.290000001,3610586.67,32425910.54,14048431.61,2455501.04,13411903.27,1062746.68,1.1858655523206634,10,38,22,3,12,4,0.05102040816326531,0.28061224489795916,0.2125984251968504,10,55,27,584,584,376,0.28939087381672907,2.1867545651304856,1.081451218014775,1.0,0.8267716535433071,-100.0,-45.66929133858268,196,196,127,69,127,0.0,0.0,22,26,0.0,69,127,0.0,6988516.38,13973055.87,0.0,111006352.42,207465121.63,15.761806981519507,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1052,Aradhya Sarma,M,1976-08-07,VOTER-B581809,LIC/De/60974,2021-11-25,2027-07-20,BO,LFE,16,Hindi/English,97111525945,aradhya46@example.com,H.No. 824 Sodhi Circle,Sahni Zila,Street,New Delhi,New Delhi,Delhi,India,110087,2009-04-06,Urban,Health,SM1028,545574938536,0,0,0,0,0.0,0,0.0,0.0,0.0,10,64,37,8,45,28,2,19,9,9,59,31,7,41,24,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,10574475.73,40036438.22,25789529.07,9498572.75,28958567.45,19706636.85,8645776.47,19402117.160000004,16331491.219999999,852796.28,9556450.290000001,3375145.63,1.0930716553998774,9,38,28,2,18,7,0.03980099502487562,0.2537313432835821,0.26356589147286824,8,51,34,562,562,365,0.42612948330032385,1.2991530106021536,1.5539324722971541,1.0,0.859375,-100.0,-44.18604651162791,201,201,129,73,128,0.0,0.0,18,31,0.0,72,129,0.0,9608559.38,12681784.57,0.0,139097893.7,208568690.65,16.317590691307323,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2
2025-08-12,AG1053,Faiyaz Ratta,F,1979-03-24,ADHAR-4266-4259-9023,LIC/Ta/15712,2025-02-28,2028-04-11,PO,GEN,0,Hindi/English/Tamil,99613805748,faiyaz94@example.com,727- Subramanian Road,Deep Nagar,Street,Coimbatore,Coimbatore,Tamil Nadu,India,633478,2025-01-06,Rural,Motor,SM1027,831811791892,0,0,0,0,0.0,0,0.0,0.0,0.0,10,46,41,9,33,31,1,13,10,8,38,33,7,25,27,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4,3652141.5300000003,47480039.589999996,21585340.59,2699691.31,32286766.61,13694598.7,1965429.42,22212637.34,9342015.0,734261.89,10074129.269999998,4352583.7,0.8688905933796734,10,32,27,1,13,6,0.03980099502487562,0.18407960199004975,0.26356589147286824,8,37,34,595,595,365,0.12151264030543898,1.4532217973122963,1.0319373425212854,1.0,0.8923076923076924,-100.0,-44.18604651162791,201,201,129,71,130,0.0,0.0,14,18,0.0,72,129,0.0,8946604.46,13270765.71,0.0,130672178.32,227927882.2,0.5639972621492129,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-08-12,AG1054,Anya Seshadri,F,1988-05-22,ADHAR-4708-6004-7738,LIC/Ka/34568,2023-12-04,2027-12-13,CO,HLT,5,Hindi/English/Kannada,99121462519,anya31@example.com,36/85- Bhandari Chowk,Tailor Marg,Street,Mysore,Mysore,Karnataka,India,569809,2020-04-26,Urban,Health,SM1043,149381356884,0,0,0,0,0.0,0,0.0,0.0,1.0,11,58,32,9,40,26,2,18,6,9,42,29,7,30,24,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1,5495887.07,35318367.86,16335279.64,4317717.83,19911450.66,12588655.88,3469172.84,13612697.53,10470810.56,848544.99,6298753.13,2117845.32,0.6298871139168244,9,38,23,2,12,5,0.05263157894736842,0.22966507177033493,0.21428571428571427,11,48,27,618,618,378,0.1826601966312123,0.8423499718989932,0.8646511732202675,1.0,0.8015873015873016,-100.0,-34.12698412698413,209,209,126,83,126,0.0,0.0,25,23,0.0,83,126,0.0,9078747.99,14559230.67,0.0,148399035.73,222353053.82,5.262149212867898,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,3
2025-08-12,AG1055,Alisha Ray,M,1983-08-31,ADHAR-5363-3975-6626,LIC/Ta/33083,2021-04-10,2027-01-11,BO,HLT,18,Hindi/English/Tamil,98577149245,alisha57@example.com,79- Gopal Zila,Samra Zila,Street,Coimbatore,Coimbatore,Tamil Nadu,India,641628,2007-06-01,Urban,Life,SM1027,548726818353,0,0,0,0,0.0,0,0.0,0.0,1.0,18,63,22,15,48,18,3,15,4,15,53,20,12,40,17,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,10417426.61,33509072.16,10105974.29,7879840.87,25423036.75,7785380.49,5888259.800000001,21649014.43,5864381.529999999,1991581.07,3774022.32,1920998.96,0.76628564497975,17,36,18,3,13,3,0.07511737089201878,0.27230046948356806,0.17355371900826447,16,58,21,631,631,352,0.3834167800932181,1.2370324542958127,0.6784077005502196,1.0,0.8264462809917356,-100.0,-23.96694214876033,213,213,121,92,121,0.0,0.0,21,30,0.0,92,121,0.0,9075671.53,11475961.26,0.0,144798436.43,177177904.79,18.16563997262149,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1056,Tiya Hari,F,1982-12-04,VOTER-B115417,LIC/Ma/83062,2023-05-15,2029-11-16,CO,LFE,3,Hindi/English/Marathi,97522831961,tiya80@example.com,73/92 Loke Path,Deep Circle,Street,Nagpur,Nagpur,Maharashtra,India,439643,2022-06-25,Urban,Health,SM1002,360235795242,0,0,0,0,0.0,0,0.0,0.0,0.0,18,61,33,12,46,27,6,15,6,14,56,24,9,42,19,0.0,0.0,0.0,0.0,0.0,0.0,3,3,6,16829614.97,48016192.44,24587618.09,8719018.08,37065351.82,14263047.95,3848101.5099999993,20981423.25,10433454.85,4870916.57,16083928.57,3829593.1,1.0575861636186297,15,36,22,5,14,5,0.08018867924528301,0.25471698113207547,0.24242424242424243,17,54,32,602,602,368,0.39389308914955534,1.6744759323626606,1.1043894693436738,1.0,0.8421052631578947,-100.0,-39.39393939393939,212,212,132,79,133,0.0,0.0,21,30,0.0,80,132,0.0,9220622.54,12914871.38,0.0,148687836.52,212780870.15,3.0992470910335386,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2
2025-08-12,AG1057,Hansh Baral,M,1978-04-22,ADHAR-4131-2952-1181,LIC/Ta/97402,2023-09-08,2027-04-28,PO,HLT,4,Hindi/English/Tamil,98874212413,hansh50@example.com,84/791- Chad,Sami Path,Street,Madurai,Madurai,Tamil Nadu,India,633131,2021-04-09,Rural,Combo,SM1001,472297092360,1,0,0,1,0.008849557522123894,1,1.0,1.0,1.0,9,77,27,7,59,18,2,18,9,8,63,26,7,48,18,1.0,1.0,1.0,1.0,1.0,1.0,1,8,1,6737095.35,58618344.52,16854917.9,5558071.39,46633886.49,13696581.08,5246744.34,33420058.89,10371953.5,311327.05,13213827.6,3324627.58,0.9988204462224742,8,41,20,1,15,8,0.04326923076923077,0.3125,0.2,9,65,25,653,653,393,0.22685152545067266,1.9033523583348604,0.8662574548818897,1.0,0.832,-100.0,-33.6,208,208,125,83,125,0.0,0.0,21,20,0.0,83,125,0.0,8689708.44,15811212.94,0.0,142037019.78,233006857.71,4.309377138945927,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1058,Ivana Wadhwa,M,1994-04-28,ADHAR-5060-1508-4454,LIC/De/67654,2011-12-26,2025-09-13,MI,LFE,17,Hindi/English,97206551906,ivana44@example.com,H.No. 13- Rastogi Path,Basak,Street,New Delhi,New Delhi,Delhi,India,110054,2008-05-18,Urban,Combo,SM1006,600756868889,0,0,0,0,0.0,0,1.0,1.0,1.0,8,65,33,5,51,23,3,14,10,6,52,30,4,38,20,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,2336647.52,53615586.91,23006183.4,1007049.62,36622134.08,18897923.990000002,710810.02,29716601.0,16028302.199999997,296239.6,6905533.079999999,2869621.7899999996,1.0318194059416146,7,35,22,2,14,10,0.03271028037383177,0.2570093457943925,0.21641791044776118,7,55,29,600,600,379,0.04615825509187589,1.6785804525436607,1.370719510189307,1.0,0.9029850746268657,-100.0,-40.298507462686565,214,214,134,80,134,0.0,0.0,13,27,0.0,80,134,0.0,8030459.91,13786864.379999999,0.0,130247204.41,216182983.85,17.201916495550993,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1059,Siya Gaba,M,1992-09-16,ADHAR-7684-9926-8073,LIC/We/44437,2019-02-01,2027-09-05,BO,GEN,19,Hindi/English/Bengali,98365778058,siya26@example.com,40/591 Gera Ganj,Sarkar Path,Street,Kolkata,Kolkata,West Bengal,India,784808,2006-04-05,Rural,Combo,SM1047,960261694517,0,0,0,0,0.0,0,0.0,1.0,1.0,16,53,29,9,36,25,7,17,4,13,44,26,7,29,22,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,11904658.379999999,34232600.54,22630422.72,7811821.5600000005,23723219.84,17327791.5,5658746.550000001,14550982.110000003,14588361.319999998,2153075.0100000002,9172237.729999999,2739430.18,0.8814079615222008,12,31,21,6,15,4,0.0625,0.1971153846153846,0.20454545454545456,13,41,27,598,598,392,0.35954263464245156,1.091871965835799,1.192809284088352,1.0,0.9555555555555556,-100.0,-42.42424242424242,208,208,132,73,135,0.0,0.0,6,30,0.0,76,132,0.0,7200232.63,14526875.11,0.0,120363221.15,230436492.58,19.32101300479124,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1060,Lakshit Grover,F,1992-04-30,UID-344774888580,LIC/Ma/67111,2014-08-23,2026-03-03,IM,LFE,15,Hindi/English/Marathi,99833156304,lakshit30@example.com,502- Wadhwa Nagar,Wable Street,Street,Mumbai,Mumbai,Maharashtra,India,415440,2010-03-23,Urban,Health,SM1032,250595109858,0,1,0,1,0.0072992700729927005,1,0.0,0.0,1.0,21,75,41,14,60,29,7,15,12,19,65,33,13,54,25,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2,15901171.94,43067824.38,23180085.08,12107520.04,32304927.18,14470465.18,9498465.469999999,25384464.94,8756190.23,2609054.57,6920462.239999999,5714274.949999999,1.1081446001692574,20,38,26,6,11,8,0.08530805687203792,0.2843601895734597,0.272,18,60,34,611,611,352,0.5719699173752497,1.52611323119132,1.2263506519412029,1.0,0.888,-100.0,-31.2,211,211,125,86,125,0.0,0.0,14,20,0.0,86,125,0.0,9368491.65,11799614.7,0.0,138506313.22,181729791.04,15.356605065023956,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1061,Tanya Zacharia,F,1974-01-12,VOTER-C864138,LIC/Ma/91261,2025-03-31,2028-01-23,CO,LFE,1,Hindi/English/Marathi,98155264761,tanya87@example.com,23/518- Roy Road,Gill Path,Street,Nagpur,Nagpur,Maharashtra,India,446172,2023-10-18,Rural,Motor,SM1005,950267546553,1,0,0,1,0.010309278350515464,1,0.0,0.0,1.0,16,48,33,11,38,23,5,10,10,12,41,24,7,32,17,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,27159515.16,50936769.45,23999098.75,20499162.13,32531431.46,15878217.52,12716457.510000002,28391049.900000002,12871457.31,7782704.62,4140381.56,3006760.2100000004,1.2178420761513438,14,33,27,5,9,7,0.07731958762886598,0.211340206185567,0.22608695652173913,15,41,26,547,547,337,0.9232923553897872,1.4652316902722515,1.2650021827919924,1.0,0.8362068965517241,-100.0,-31.30434782608696,194,194,115,78,116,0.0,0.0,19,26,0.0,79,115,0.0,9650315.02,12551928.95,0.0,159958140.57,192228453.46,1.78507871321013,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1062,Navya Halder,F,1965-01-01,VOTER-E224602,LIC/We/68401,2025-02-15,2027-01-10,MI,GEN,1,Hindi/English/Bengali,99423922344,navya85@example.com,91 Dua Nagar,Edwin Nagar,Street,Kolkata,Kolkata,West Bengal,India,767383,2024-01-21,Rural,Health,SM1040,249387313966,0,0,0,0,0.0,0,0.0,0.0,0.0,16,65,32,10,57,19,6,8,13,15,57,25,9,51,16,0.0,0.0,0.0,0.0,0.0,0.0,0,6,4,13280231.83,55430032.89,19212117.29,11659437.99,42797795.83,12780809.26,10046929.540000001,37613183.67,8609199.3,1612508.4500000002,5184612.16,4171609.96,1.2260340804332173,15,40,27,6,6,9,0.06735751295336788,0.3005181347150259,0.2184873949579832,13,58,26,542,542,341,0.5730944983367932,2.103633241340679,1.00137450162218,1.0,0.8403361344537815,-100.0,-37.81512605042017,193,193,119,74,119,0.0,0.0,19,25,0.0,74,119,0.0,7581437.97,12763266.13,0.0,123329178.57,207513875.15,1.5249828884325805,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2
2025-08-12,AG1063,Heer Jain,M,1965-02-01,VOTER-E508915,LIC/Ta/54148,2021-07-12,2030-05-04,PO,GEN,18,Hindi/English/Tamil,97659628217,heer16@example.com,H.No. 54- Deshmukh,Sahni Road,Street,Coimbatore,Coimbatore,Tamil Nadu,India,675029,2006-08-31,Urban,Health,SM1046,125003239051,0,0,0,0,0.0,0,0.0,0.0,1.0,14,69,18,12,51,16,2,18,2,13,59,15,11,46,13,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,12626241.59,62026421.17,8799530.98,10404457.91,43859562.26,5881229.62,9286323.99,35500645.56,5679474.86,1118133.92,8358916.700000001,201754.76,0.9290620685772576,12,39,16,2,13,2,0.05853658536585366,0.2682926829268293,0.13385826771653545,12,55,17,638,638,404,0.4603660061056253,1.9406538698926998,0.3861663297334476,1.0,0.8661417322834646,-100.0,-38.582677165354326,205,205,127,78,127,0.0,0.0,17,23,0.0,78,127,0.0,7370620.84,15229783.56,0.0,123036892.92999999,248228982.21,18.915811088295687,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1064,Vanya Devan,M,1971-03-19,ADHAR-5343-6653-5864,LIC/We/84401,2024-11-19,2030-05-09,CO,HLT,13,Hindi/English/Bengali,99782147976,vanya17@example.com,00- Vig Chowk,Soni Chowk,Street,Kolkata,Kolkata,West Bengal,India,713411,2011-08-22,Urban,Health,SM1023,765656139549,0,0,1,1,0.010526315789473684,1,0.0,0.0,1.0,10,59,26,9,40,22,1,19,4,9,52,22,8,35,19,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2,4406423.3,39547038.05,27051330.28,3395044.07,30210958.09,19981883.69,2792457.11,15976784.709999997,13408287.219999999,602586.96,14234173.379999997,6573596.469999999,1.0083346157961741,9,37,20,1,17,3,0.046153846153846156,0.2358974358974359,0.19672131147540983,9,46,24,554,554,352,0.16829126367421884,1.4975476632840778,1.3591649204302256,1.0,0.8347107438016529,-100.0,-40.16393442622951,195,195,122,74,121,0.0,0.0,20,28,0.0,73,122,0.0,5472031.66,14701588.74,0.0,96888748.01,227236221.6,13.94113620807666,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,2
2025-08-12,AG1065,Jiya Chandra,M,1965-08-20,ADHAR-3509-7871-5020,LIC/We/32887,2023-10-30,2027-08-03,BO,LFE,11,Hindi/English/Bengali,98955766463,jiya86@example.com,65/372- Chakraborty Path,Edwin Zila,Street,Kolkata,Kolkata,West Bengal,India,726513,2013-12-12,Urban,Life,SM1001,945067417956,0,0,0,0,0.0,0,0.0,1.0,1.0,18,67,42,16,47,34,2,20,8,15,58,34,13,39,28,0.0,0.0,0.0,0.0,0.0,0.0,1,4,6,18796711.77,65991921.58,28738944.12,15432966.83,45535889.05,19212564.62,13985481.029999997,27901553.730000004,16259692.770000001,1447485.8,17634335.320000004,2952871.85,1.2242830284762842,13,36,29,2,19,6,0.07075471698113207,0.2641509433962264,0.2553191489361702,15,56,36,640,640,435,0.615279544988201,1.8154189925980164,1.2421505478426356,1.0,0.9148936170212766,-100.0,-49.645390070921984,212,212,141,71,141,0.0,0.0,12,29,0.0,71,141,0.0,9615674.93,15467178.8,0.0,147664132.51,254689911.53,11.633127994524298,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,3
2025-08-12,AG1066,Tejas Iyengar,M,1970-06-07,ADHAR-2641-1070-8885,LIC/De/77686,2017-10-18,2027-04-29,IM,HLT,8,Hindi/English,97308355851,tejas66@example.com,207- Balasubramanian Circle,Deol Zila,Street,New Delhi,New Delhi,Delhi,India,110081,2016-10-05,Rural,Life,SM1049,154941147314,0,0,0,0,0.0,0,0.0,0.0,1.0,11,58,33,10,42,26,1,16,7,10,47,27,9,34,21,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,7470449.87,39447042.26,26493511.51,4967414.02,27992541.94,19268199.29,4751370.4399999995,18249570.53,17049277.290000003,216043.58,9742971.409999998,2218922.0,0.8489058939823942,9,33,25,1,13,6,0.05314009661835749,0.24154589371980675,0.2196969696969697,11,50,29,634,634,412,0.20571670814270274,1.1592618527986815,1.1817391210057986,1.0,0.8320610687022901,-100.0,-43.18181818181818,207,207,132,76,131,0.0,0.0,22,23,0.0,75,132,0.0,7841915.44,16304951.7,0.0,124322813.73,268889592.63,8.818617385352498,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,3
2025-08-12,AG1067,Dishani Sharaf,F,2001-02-05,UID-196788910703,LIC/Ta/45539,2019-09-16,2029-04-18,PO,LFE,15,Hindi/English/Tamil,99247591760,dishani47@example.com,32/326 Warrior Marg,Sibal Chowk,Street,Madurai,Madurai,Tamil Nadu,India,631946,2010-04-07,Rural,Motor,SM1008,926985205931,0,0,0,0,0.0,0,0.0,0.0,0.0,9,40,35,5,31,22,4,9,13,8,36,30,5,28,19,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3559437.5100000002,33586054.57,24873621.65,3042658.75,25617671.49,19507561.74,2029152.8300000003,23090696.26,11437965.14,1013505.9199999999,2526975.23,8069596.6,0.9616625805881641,9,29,23,3,8,11,0.04081632653061224,0.16326530612244897,0.23333333333333334,8,32,28,605,605,381,0.1528630166943694,1.2870304777513222,1.4450942473188004,1.0,0.825,-100.0,-36.666666666666664,196,196,120,76,120,0.0,0.0,21,23,0.0,76,120,0.0,6405317.02,13499162.27,0.0,113655534.78,211331516.04,15.315537303216974,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-08-12,AG1068,Rhea Tara,F,1985-01-22,ADHAR-5446-5873-4674,LIC/Ka/60141,2022-12-01,2029-06-04,CO,GEN,15,Hindi/English/Kannada,97502215398,rhea46@example.com,H.No. 047 Banik Circle,Ganguly Circle,Street,Bangalore,Bangalore,Karnataka,India,567126,2010-07-04,Rural,Health,SM1002,810258192877,0,0,0,0,0.0,0,0.0,0.0,0.0,11,70,28,9,53,21,2,17,7,9,52,22,8,37,16,0.0,0.0,0.0,0.0,0.0,0.0,1,9,4,7054519.99,46473756.53,15660546.26,4672713.54,28181240.6,10370398.54,3973052.46,21713917.630000003,7128972.55,699661.08,6467322.97,3241425.99,0.7469591643157386,9,35,23,1,15,6,0.05263157894736842,0.2727272727272727,0.21739130434782608,11,57,25,612,612,337,0.20652121104984872,1.245534075174479,0.7888222067228883,1.0,0.7913043478260869,-100.0,-18.26086956521739,209,209,115,94,115,0.0,0.0,24,28,0.0,94,115,0.0,9479141.82,13146686.86,0.0,150829111.66,203033240.01,15.07460643394935,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2
2025-08-12,AG1069,Abram Char,F,1994-11-02,UID-458416128947,LIC/We/82727,2017-02-11,2028-07-31,PO,LFE,10,Hindi/English/Bengali,98387316547,abram20@example.com,020- Sahni Zila,Vasa Marg,Street,Howrah,Howrah,West Bengal,India,785465,2015-01-27,Urban,Motor,SM1036,545892206983,1,0,1,2,0.018018018018018018,1,1.0,1.0,3.0,11,62,38,7,48,30,4,14,8,11,52,33,7,40,25,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,4640956.58,37342384.88,36175380.37,4119769.56,21939423.7,28413760.87,3159051.41,18760434.799999997,22569526.439999998,960718.1499999999,3178988.9,5844234.43,0.956885172786424,10,34,29,4,12,8,0.05092592592592592,0.23148148148148148,0.24087591240875914,11,50,33,633,633,391,0.17714785586909865,0.9433833157063005,1.7501243467838727,1.0,0.927007299270073,-100.0,-42.33576642335766,216,216,137,79,137,0.0,0.0,10,27,0.0,79,137,0.0,7020826.21,16235281.18,0.0,112712079.01,253461004.19,10.507871321013004,0,0,0,0,0,0,0.0,0.0,3.0,1.0,0.0,0.3333333333333333,2
